Id,SalePrice_true,SalePrice_oof
1071,135000,122825.58348209957
1072,154000,159966.5167266601
1073,91500,116720.10529444281
1074,159500,155851.22615931177
1075,194000,182038.48539352964
1076,219500,168118.29303391027
1077,170000,155677.5894849713
1078,138800,130575.33605419597
1079,155900,147289.38170725227
1080,126000,142289.86176954067
1081,145000,166721.94776874245
1082,133000,130585.85262531783
1083,192000,194410.92327928278
1084,160000,157915.12416205363
1085,187500,173500.26897462213
1086,147000,150203.37414107358
1087,83500,111206.84765432091
1088,252000,248341.7034943142
1089,137500,161111.3551807477
1090,197000,202625.11420397877
1091,92900,79052.25432531351
1092,160000,147480.00443182688
1093,136500,168936.80842901443
1094,146000,149821.90533304986
1095,129000,129964.57570945407
1096,176432,167563.0395313521
1097,127000,125461.59972996514
1098,170000,164350.38354862807
1099,128000,101749.66362032083
1100,157000,185964.51174121143
1101,60000,74204.42675838195
1102,119500,116593.69645944043
1103,135000,128720.8392455226
1104,159500,143370.19962477608
1105,106000,105586.82312830436
1106,325000,332613.26167577674
1107,179900,213621.96821838318
1108,274725,231669.23075104246
1109,181000,158391.51103624335
1110,280000,306262.6435120803
1111,188000,172476.95023644724
1112,205000,202142.46868007263
1113,129900,116213.90799588764
1114,134500,133041.84927970773
1115,117000,126426.74230220115
1116,318000,301926.43577885814
1117,184100,199170.9346158946
1118,130000,140996.76483941323
1119,140000,131992.08506902543
1120,133700,117559.81017710769
1121,118400,115905.78462925792
1122,212900,211755.94706265128
1123,112000,101406.81026225882
1124,118000,105668.43971776095
1125,163900,172166.7779453115
1126,115000,119627.74907091452
1127,174000,213556.4114089653
1128,259000,249492.4796327777
1129,215000,222322.09672792305
1130,140000,124819.96854724814
1131,135000,169821.96077430336
1132,93500,114505.41413390331
1133,117500,139290.2012985474
1134,239500,247683.926578581
1135,169000,170730.80562450227
1136,102000,98887.46782487496
1137,119000,112805.03989082367
1138,94000,92518.77713776233
1139,196000,190070.02183082473
1140,144000,126958.40008952386
1141,139000,123341.13091443431
1142,197500,190454.35781080165
1143,424870,378300.186356962
1144,80000,96767.00292241616
1145,80000,92737.48862892817
1146,149000,122908.77149579463
1147,180000,177932.6016245767
1148,174500,161444.79658165015
1149,116900,119258.79084490752
1150,143000,147218.30859849302
1151,124000,131899.55791140342
1152,149900,158160.46333185086
1153,230000,185528.09182385553
1154,120500,124312.2368091599
1155,201800,211996.83578074136
1156,218000,200523.0481886089
1157,179900,174437.95181090123
1158,230000,210235.87368355453
1159,235128,235783.51429463807
1160,185000,186640.71515510522
1161,146000,148969.20824476177
1162,224000,190435.97616408393
1163,129000,132992.84697425374
1164,108959,130625.01932645173
1165,194000,179465.7537509066
1166,233170,230023.77499647165
1167,245350,230329.36964196002
1168,173000,182547.18033175197
1169,235000,209258.56755258632
1170,625000,337262.01903938066
1171,171000,157609.4915981065
1172,163000,161407.8372278797
1173,171900,147896.17757173203
1174,200500,193659.82078754192
1175,239000,192892.63323722148
1176,285000,293386.10461738263
1177,119500,130720.43915386536
1178,115000,113569.0465581457
1179,154900,125845.16287080715
1180,93000,105970.68610539216
1181,250000,220929.21493091586
1182,392500,278971.20781885
1183,745000,322090.16048364417
1184,120000,145796.85042328647
1185,186700,186255.78005546326
1186,104900,128549.36199251057
1187,95000,122107.0656071158
1188,262000,278241.0931910788
1189,195000,189816.14897507304
1190,189000,197562.75591908037
1191,168000,155796.83051238363
1192,174000,167874.2632177479
1193,125000,126277.05784888902
1194,165000,167238.1972642353
1195,158000,138814.84075243838
1196,176000,156356.41867736736
1197,219210,231345.71899101947
1198,144000,159765.41193059096
1199,178000,178987.54044727617
1200,148000,134270.88270102168
1201,116050,102042.58504120952
1202,197900,192413.52110115738
1203,117000,126279.64621237946
1204,213000,203902.65337100782
1205,153500,155947.1471310776
1206,271900,290926.5239672218
1207,107000,110950.96652282965
1208,200000,200331.6845740899
1209,140000,136470.38267087706
1210,290000,268445.7500715429
1211,189000,194672.00186003125
1212,164000,208095.34757513937
1213,113000,97244.50153980809
1214,145000,118220.59345022342
1215,134500,122565.17747807887
1216,125000,117775.94905701827
1217,112000,125359.51053141814
1218,229456,209721.84774158828
1219,80500,75036.71593357292
1220,91500,96044.86768904595
1221,115000,110328.44997816117
1222,134000,125930.55049547703
1223,143000,164315.24309628687
1224,137900,139836.6421015971
1225,184000,206581.12265163587
1226,145000,128177.23123259452
1227,214000,203537.22231065232
1228,147000,144636.8546694296
1229,367294,377780.7647830473
1230,127000,142932.33244616023
1231,190000,195503.35063657394
1232,132500,136729.10041825674
1233,101800,106799.08628697139
1234,142000,140224.19615049002
1235,130000,106962.9371912878
1236,138887,137073.10046532747
1237,175500,182804.0112715854
1238,195000,217353.55983229043
1239,142500,137639.34217366247
1240,265900,230366.41137660708
1241,224900,210260.03639265135
1242,248328,219901.67647270058
1243,170000,178396.4424176095
1244,465000,398036.63575327146
1245,230000,183504.78808441802
1246,178000,202795.74288070135
1247,186500,170579.49988896362
1248,169900,142177.20228208878
1249,129500,150627.2044428261
1250,119000,115850.5446460101
1251,244000,255574.37345100788
1252,171750,190633.79089645433
1253,130000,127185.88289469286
1254,294000,255615.96293797434
1255,165400,194713.95774425386
1256,127500,122271.9790926058
1257,301500,319254.2715900575
1258,99900,99568.4622901861
1259,190000,189832.21556263603
1260,151000,139127.32295446892
1261,181000,172923.03144144645
1262,128900,118959.92279813628
1263,161500,133321.34059677966
1264,180500,164574.3554594497
1265,181000,155350.35656820913
1266,183900,163563.94839626044
1267,122000,140814.24152418642
1268,378500,357589.7952359037
1269,381000,289075.00626431004
1270,144000,127900.29302851013
1271,260000,232847.86119655744
1272,185750,166973.58012542487
1273,137000,128112.64348795002
1274,177000,181656.25232953028
1275,139000,138457.80858627224
1276,137000,141834.21886964137
1277,162000,165809.0623830379
1278,197900,190381.43824003532
1279,237000,258364.95625530585
1280,68400,100272.44995986926
1281,227000,215793.84473132447
1282,180000,181476.14651151103
1283,150500,145937.66600667394
1284,139000,137462.53759906365
1285,169000,193522.12952256025
1286,132500,114871.7806521512
1287,143000,150014.40903761974
1288,190000,158924.10344431995
1289,278000,249188.33174359877
1290,281000,291497.78876406455
1291,180500,166485.00209766868
1292,119500,113068.15834059166
1293,107500,132687.66188990456
1294,162900,180214.43762917048
1295,115000,125815.10278829142
1296,138500,131985.60186993095
1297,155000,145057.93732006082
1298,140000,146668.5222649055
1299,160000,546949.015090873
1300,154000,151425.87423876996
1301,225000,232048.73848552772
1302,177500,154244.25589251725
1303,290000,308683.1858916855
1304,232000,212147.23675417757
1305,130000,162749.39585355858
1306,325000,327291.6966099008
1307,202500,197691.57818393208
1308,138000,149058.17772529187
1309,147000,141425.47489005496
1310,179200,171368.65430881295
1311,335000,275116.47098545125
1312,203000,203383.0245781703
1313,302000,299804.04181419866
1314,333168,306919.1142807209
1315,119000,131397.73983166687
1316,206900,189285.26998909496
1317,295493,268882.2914258506
1318,208900,187644.48941055874
1319,275000,270712.5187864565
1320,111000,120410.38726903092
1321,156500,159438.77162811047
1322,72500,87784.58091976348
1323,190000,224623.1846094651
1324,82500,94932.21538004903
1325,147000,269786.80210447713
1326,55000,70655.33982197316
1327,79000,89115.09979951818
1328,130500,143423.13503888162
1329,256000,149267.01508631505
1330,176500,180321.19797319535
1331,227000,252020.52664716728
1332,132500,127638.2315635139
1333,100000,124856.23918388745
1334,125500,122846.7417235302
1335,125000,121087.85164406
1336,167900,155779.7012023853
1337,135000,139036.14228966666
1338,52500,60375.71424503598
1339,200000,221432.70052814385
1340,128500,135238.21434596428
1341,123000,114986.94656856506
1342,155000,159738.55616597223
1343,228500,248676.47271998905
1344,177000,154422.5897766228
1345,155835,177911.6015115394
1346,108500,89379.32382081758
1347,262500,266308.7541560791
1348,283463,298537.8659418475
1349,215000,253943.2649089725
1350,122000,157896.21008881833
1351,200000,177699.80573076004
1352,171000,169037.534452959
1353,134900,123654.58328898014
1354,410000,339403.72930987395
1355,235000,230638.54825573842
1356,170000,206392.90671550864
1357,110000,118281.59699697082
1358,149900,159169.46053835884
1359,177500,155237.39793451107
1360,315000,384937.4809909405
1361,189000,168345.17883473687
1362,260000,245808.04243670643
1363,104900,137281.53145105168
1364,156932,160970.09070893982
1365,144152,137504.28836495453
1366,216000,191479.788803628
1367,193000,204937.19121546732
1368,127000,140761.74320823766
1369,144000,146895.38188703335
1370,232000,254530.45144524827
1371,105000,117462.1341397189
1372,165500,183362.25459513243
1373,274300,238276.75832342732
1374,466500,376497.84370815573
1375,250000,227769.65806653688
1376,239000,259424.09647692763
1377,91000,101019.96732076391
1378,117000,141015.08536312418
1379,83000,100644.94219148555
1380,167500,145580.20794778754
1381,58500,83763.00230223933
1382,237500,211374.66751432017
1383,157000,158485.7312110936
1384,112000,154770.59210453587
1385,105000,112168.88465858679
1386,125500,110891.29049595636
1387,250000,307446.5762022128
1388,136000,159446.26625569322
1389,377500,339191.9798255924
1390,131000,123809.4488171125
1391,235000,223785.68378447945
1392,124000,144956.09395244063
1393,123000,126747.96078269038
1394,163000,153370.83480901475
1395,246578,233141.97098240477
1396,281213,306896.79455148475
1397,160000,163787.68122688044
1398,137500,122798.51996162637
1399,138000,133057.14898474663
1400,137450,166175.639644609
1401,120000,117744.08957543844
1402,193000,179950.82199020864
1403,193879,184349.809507062
1404,282922,245793.49385433653
1405,105000,94606.84342311443
1406,275000,249393.23243721455
1407,133000,129652.45064336211
1408,112000,111049.09379607576
1409,125500,109115.0209176079
1410,215000,222638.05600834487
1411,230000,217372.55149069979
1412,140000,145332.14717671997
1413,90000,88040.13346572369
1414,257000,253133.844825936
1415,207000,180849.3761085593
1416,175900,233959.17999745987
1417,122500,147860.66410976666
1418,340000,308131.3128117358
1419,124000,123165.62150262046
1420,223000,202355.8311753443
1421,179900,163768.68760266528
1422,127500,147231.79087656745
1423,136500,145726.2045030606
1424,274970,197431.3571861917
1425,144000,142329.53508092219
1426,142000,148745.399540334
1427,271000,255763.7821628607
1428,140000,149044.27402321756
1429,119000,110765.83146243499
1430,182900,199518.550437861
1431,192140,174127.51476353485
1432,143750,141054.36309649693
1433,64500,104784.5730604694
1434,186500,175404.63465576392
1435,160000,160172.37771896867
1436,174000,189394.63980903398
1437,120500,118892.14204288166
1438,394617,364562.6457384009
1439,149700,137974.18747902958
1440,197000,184042.43039069802
1441,191000,192172.33735304
1442,149300,148013.02657387566
1443,310000,298816.05787827
1444,121000,106432.08078834238
1445,179600,192663.15692103162
1446,129000,117859.74689272438
1447,157900,143523.01191615989
1448,240000,263911.2212134656
1449,112000,118041.15599460482
1450,92000,104295.16102129628
1451,136000,129813.39278276428
1452,287090,260219.34122644848
1453,145000,130875.04170414135
1454,84500,130824.59881335178
1455,185000,175416.13147012942
1456,175000,165700.18586904855
1457,210000,211170.7799933397
1458,266500,220932.356260878
1459,142125,128461.34404796065
1460,147500,156001.97708467772
